NAME,SYMBOL,PRICE,QUANTITY,MARKET_CAP,MARKET_CAP_PERCENTAGE
BUKIT DARAH PLC,BUKI.N0000,260.1,102000000,26530200000,1.03931925446548920010495133119
CENTRAL FINANCE COMPANY PLC,CFIN.N0000,112.5,216758888,24385374900,0.95529583873960442275069006481
COMMERCIAL LEASING & FINANCE PLC,CLC.N0000,3.7,6377711170,23597531329,0.92443210635737026289993061212
VALLIBEL ONE PLC,VONE.N0000,21.3,1086559353,23143714218.9,0.90665384382890026158164467271
C T HOLDINGS PLC,CTHR.N0000,124,183097253,22704059372,0.88943038725102874928223698481
COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,66.2,318074365,21056522963,0.82488823105519798693709092714
HAYLEYS PLC,HAYL.N0000,276.6,75000000,20745000000,0.81268433460307775501794993500
NATIONS TRUST BANK PLC,NTB.N0000,83.5,230607283,19255708130.5,0.75434140030592754001556161662
LANKA IOC PLC,LIOC.N0000,35,532465705,18636299675,0.73007610512609926342929621561
TRANS ASIA HOTELS PLC,TRAN.N0000,93,200000000,18600000000,0.72865406717846450919902958742
OVERSEAS REALTY (CEYLON) PLC,OSEA.N0000,20.6,887878273,18290292423.8,0.71652128841318955135054818651
UNION BANK OF COLOMBO PLC,UBC.N0000,16.7,1091406249,18226484358.3,0.71402161064730971997461286218
JOHN KEELLS HOTELS PLC,KHL.N0000,12.1,1456146780,17619376038,0.69023817264706880876423723040
L B FINANCE PLC,LFIN.N0000,126.9,138514284,17577462639.6,0.68859621736677680086776844588
SINGER SRI LANKA PLC,SINS.N0000,134,125209610,16778087740,0.65728074576495332117297610433
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,48.9,336290010,16444581489,0.64421565510793225416224904140
SEYLAN BANK PLC,SEYB.N0000,92.7,175977401,16313105072.7,0.63906507309314494415116157938
RICHARD PIERIS AND COMPANY PLC,RICH.N0000,8,2035038275,16280306200,0.63778017890004151911789884011
THE LANKA HOSPITAL CORPORATION PLC,LHCL.N0000,72.1,223732169,16131089384.9,0.63193461765197528700117497736
SHALIMAR (MALAY)  PLC,SHAL.N0000,2298.2,6940080,15949691856,0.62482837855471141295466662868
CEYLON TEA SERVICES PLC,CTEA.N0000,716,20000000,14320000000,0.56098528182772106299624213397
ROYAL CERAMICS LANKA PLC,RCL.N0000,123.5,110789384,13682488924,0.53601081739768239669047410975
CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,648,20988090,13600282320,0.53279037780878296501113115370
TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.N0000,59,222750000,13142250000,0.51484698464388038688284659114
EXPOLANKA HOLDINGS PLC,EXPO.N0000,6.6,1954915000,12902439000,0.50545240074580862600029129628
LAUGFS GAS PLC,LGL.N0000,35,335000086,11725003010,0.45932640488796981599660186030
SOFTLOGIC HOLDINGS PLC,SHL.N0000,14.1,779000000,10983900000,0.43029373163879227540813016587
CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,126,82978868,10455337368,0.40958731703850442515539751584
INDO MALAY  PLC,INDO.N0000,1429.6,6998400,10004912640,0.39194195090866820988584770940
JANASHAKTHI INSURANCE COMPANY PLC,JINS.N0000,18,544500198,9801003564,0.38395382308275409025307525654
UNITED MOTORS LANKA PLC,UML.N0000,93.1,100900626,9393848280.6,0.36800353527508686683265736413
SELINSING  PLC,SELI.N0000,1349.8,6940080,9367719984,0.36697996056616024071282265051
GOOD HOPE  PLC,GOOD.N0000,1302,6871307,8946441714,0.35047640546672974019175994780
UNION ASSURANCE PLC,UAL.N0000,150,58928572,8839285800,0.34627857790983050548209417235
AIA  INSURANCE LANKA PLC,CTCE.N0000,274,30749370,8425327380,0.33006177756704711697380891679
ASIAN ALLIANCE INSURANCE PLC,AAIC.N0000,22.1,375000000,8287500000,0.32466239686782390430037407020
LOLC FINANCE PLC,LOFC.N0000,2.9,2800000000,8120000000,0.31810059276823289326323227149
MTD WALKERS PLC,KAPI.N0000,45,167647568,7544140560,0.29554132808656015389080065715
ACL CABLES PLC,ACL.N0000,62.9,119787360,7534624944,0.29516855430698442960374869838
CIC HOLDINGS PLC,CIC.N0000,101.9,72900000,7428510000,0.29101150669762878447473566024
PAN ASIA BANKING CORPORATION PLC,PABC.N0000,24.8,295041086,7317018932.8,0.28664384973153483280871823949
SUNSHINE HOLDINGS PLC,SUN.N0000,51.1,135140986,6905704384.6,0.27053062293392179096081858365
ASIRI  SURGICAL HOSPITAL PLC,AMSL.N0000,13,528457545,6869948085,0.26912987169033083915120097838
BIMPUTH FINANCE PLC,BLI.N0000,62.8,107733344,6765654003.2,0.26504415626634086749954504052
NAWALOKA HOSPITALS PLC,NHL.N0000,4.7,1409505596,6624676301.2,0.25952136186076164436000541407
MERCANTILE INVESTMENTS AND FINANCE PLC,MERC.N0000,2200,3006000,6613200000,0.25907177833680760710940981008
BROWN & COMPANY PLC,BRWN.N0000,91,70875000,6449625000,0.25266373591537119140552640875
VALLIBEL POWER ERATHNA PLC,VPEL.N0000,8.6,747109731,6425143686.6,0.25170468169070556541732863314
COLOMBO DOCKYARD PLC,DOCK.N0000,87,71858924,6251726388,0.24491106771522211169252914062
ALUMEX PLC,ALUM.N0000,20.4,299302840,6105777936,0.23919354442768442874336042405
GALADARI HOTELS (LANKA) PLC,GHLL.N0000,12,500829564,6009954768,0.23543967662697876795588643709
ODEL PLC,ODEL.N0000,21.6,272129431,5877995709.6,0.23027018713212927755848202405
COLOMBO LAND & DEVELOPMENT COMPANY PLC,CLND.N0000,29.3,199881008,5856513534.4,0.22942862399603678593194462806
LANKA WALLTILES PLC,LWL.N0000,105.5,54600000,5760300000,0.22565946361118866195371882432
LANKA TILES PLC,TILE.N0000,108,53050410,5729444280,0.22445069232765533448459072318
CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,94.2,60000000,5652000000,0.22141681654261727989209221656
PROPERTY DEVELOPMENT PLC,PDL.N0000,83.9,66000000,5537400000,0.21692736729000157920638206652
KELANI TYRES PLC,TYRE.N0000,67.5,80400000,5427000000,0.21260245282674875760339427800
CEYLON INVESTMENT PLC,CINV.N0000,54,99451059,5370357186,0.21038347342903191513026729295
DIPPED PRODUCTS PLC,DIPD.N0000,89,59861512,5327674568,0.20871138400948757435216516038
DIESEL & MOTOR ENGINEERING PLC,DIMO.N0000,600,8876437,5325862200,0.20864038458398090234326150302
PIRAMAL GLASS CEYLON  PLC,GLAS.N0000,5.6,950086080,5320482048,0.20842961739920464695691224617
BROWNS INVESTMENTS PLC,BIL.N0000,1.4,3720000000,5208000000,0.20402313880997006257572828447
AMANA BANK PLC,ABL.N0000,4,1250695267,5002781068,0.19598369744094744214681812171
TAPROBANE HOLDINGS PLC,TAP.N0000,4.9,1002724815,4913351593.5,0.19248030226244971210517459311
SANASA DEVELOPMENT BANK PLC,SDB.N0000,112.2,42061577,4719308939.4,0.18487869101965030609831257342
HAYCARB PLC,HAYC.N0000,158.1,29712375,4697526487.5,0.18402536455889470008285639226
KANDY HOTELS COMPANY (1938) PLC,KHC.N0000,7.9,577500000,4562250000,0.17872591494542740360716520081
LANKA MILK FOODS (CWE) PLC,LMF.N0000,113.5,39998000,4539773000,0.17784537959768706238279602941
LANKA ASHOK LEYLAND PLC,ASHO.N0000,1250,3620843,4526053750,0.17730792866698071027431061078
WATAWALA PLANTATIONS PLC,WATA.N0000,19,236666670,4496666730,0.17615669363228958768822877925
LANKA CENTURY INVESTMENTS PLC,GREG.N0000,12.8,349367119,4471899123.2,0.17518642387803706110803541646
VIDULLANKA PLC,VLL.N0000,5.7,747153790,4258776603,0.16683735983765778909907018694
KEELLS FOOD PRODUCTS PLC,KFP.N0000,162,25500000,4131000000,0.16183171782334606922049415191
THE KINGSBURY PLC,SERV.N0000,16.8,242000000,4065600000,0.15926967610326695207524595110
SOFTLOGIC CAPITAL PLC,SCAP.N0000,5.8,688160000,3991328000,0.15636007422813367702001851425
JOHN KEELLS PLC,JKL.N0000,64.5,60800000,3921600000,0.15362848332511109781047927043
SENKADAGALA FINANCE PLC,SFCL.N0000,60,65227555,3913653300,0.15331717175115157609460551083
CEYLON HOTELS CORPORATION PLC,CHOT.N0000,22.7,171825201,3900432062.7,0.15279923044299154272225344615
PEOPLE'S INSURANCE PLC,PINS.N0000,19.2,200000000,3840000000,0.15043180741748944706044481804
TAL LANKA HOTELS PLC,TAJ.N0000,27.1,139637494,3784176087.4,0.14824490844104831096562070387
THE COLOMBO FORT LAND & BUILDING PLC,CFLB.N0000,21,180000000,3780000000,0.14808131042659117445012536776
LANKA CERAMIC PLC,CERA.N0000,125,30000000,3750000000,0.14690606193114203814496564262
HAYLEYS FABRIC PLC,MGT.N0000,17.8,207740888,3697787806.4,0.14486065186539207068770603435
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,79.2,46299223,3666898461.6,0.14365056333200508394796347539
HOUSING DEVELOPMENT FINANCE CORPORATION ,HDFC.N0000,55,64710520,3559078600,0.13942672566117394707256824437
AMAYA LEISURE  PLC,CONN.N0000,67.1,51876976,3480945089.6,0.13636584930978196560022774577
THREE ACRE FARMS PLC,TAFL.N0000,144.9,23545000,3411670500,0.13365202073644008609308106838
SINGER FINANCE (LANKA) PLC,SFIN.N0000,20.5,165333334,3389333347,0.13277696388791118071420748605
PRINTCARE  PLC,CARE.N0000,38.3,85966670,3292523461,0.12898444145904110056417501263
DUNAMIS CAPITAL PLC,CSEC.N0000,26.5,122997050,3259421825,0.12768768652884426834791560785
FIRST CAPITAL HOLDINGS PLC,CFVF.N0000,31.5,101250000,3189375000,0.12494360567243630344229327905
BROWNS BEACH HOTELS PLC,BBH.N0000,24.5,129600000,3175200000,0.12438830075833658653810530892
KELANI CABLES PLC,KCAB.N0000,143,21800000,3117400000,0.12212398865710458392349757181
E B CREASY & COMPANY PLC,EBCR.N0000,1205,2535458,3055226890,0.11968836019094146222664126652
BAIRAHA FARMS PLC,BFL.N0000,188.5,16000000,3016000000,0.11815164874248650321205770084
HNB ASSURANCE PLC,HASU.N0000,59.3,50000000,2965000000,0.11615372630022297149328616810
THE NUWARA ELIYA HOTELS COMPANY PLC,NEH.N0000,1460,2003870,2925650200,0.11461219985868215736726036302
C T LAND DEVELOPMENT PLC,CTLD.N0000,55,48750000,2681250000,0.10503783428076655727365043447
THE LIGHTHOUSE HOTEL PLC,LHL.N0000,58,46000000,2668000000,0.10451876619527652207220488920
RICHARD PIERIS EXPORTS PLC,REXP.N0000,236.4,11163745,2639109318,0.10338697517684320726663740326
MERCHANT BANK OF SRI LANKA & FINANCE PLC,MBSL.N0000,15.9,165717222,2634903829.8,0.10322222538752057071891937582
VALLIBEL FINANCE PLC,VFIN.N0000,63,41550600,2617687800,0.10254778828351865421845631843
HARISCHANDRA MILLS PLC,HARI.N0000,2700.2,959800,2591651960,0.10152783555726017285247865915
CEYLON HOSPITALS PLC (DURDANS),CHL.N0000,100,25527272,2552727200,0.10000296003640288208962435706
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,450.2,5608355,2524881421,0.09891210304059091024647921486
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,1030,2430000,2502900000,0.09805098197532144193947586851
KAHAWATTE PLANTATIONS PLC,KAHA.N0000,30.8,79889805,2460605994,0.09639411641138755048663442697
RENUKA FOODS PLC,COCO.N0000,20.7,117960106,2441774194.2,0.09565638159866923895391177194
SOFTLOGIC FINANCE PLC,CRL.N0000,41.1,59070988,2427817606.8,0.09510963298722075985066261278
CEYLON LEATHER PRODUCTS PLC,CLPL.N0000,70,34234069,2396384830,0.09387825553248780927623386849
SEYLAN DEVELOPMENTS PLC,CSD.N0000,15.9,147964860,2352641274,0.09216460392000130797235428430
ORIENT FINANCE PLC,BFN.N0000,15.8,148018370,2338690246,0.09161807309776901553338428864
LANKA VENTURES PLC,LVEN.N0000,45,50000000,2250000000,0.08814363715868522288697938557
HUNTERS & COMPANY PLC,HUNT.N0000,436.2,5145000,2244249000,0.08791834202210762345728026626
RENUKA CITY HOTEL PLC,RENU.N0000,311,7000000,2177000000,0.08528386581975899121109072106
KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,63,34000000,2142000000,0.08391274257506833218840437506
RENUKA HOLDINGS PLC,RHL.N0000,24,89034626,2136831024,0.08371024819950124236233439855
LEE HEDGES PLC,SHAW.N0000,400.3,5120546,2049754563.8,0.08029903223819835574231386985
ABANS FINANCE PLC,AFSL.N0000,45.9,44400000,2037960000,0.07983698079285072748211044827
EAST WEST PROPERTIES PLC,EAST.N0000,14.7,138240000,2032128000,0.07960851248533541538438739771
J.L. MORISON SONS & JONES (CEYLON) PLC,MORI.N0000,345.6,5808290,2007345024,0.07863764064344368024200399290
SERENDIB HOTELS PLC,SHOT.N0000,26.1,75514738,1970934661.8,0.07721126653030007675706948219
SWISSTEK (CEYLON) PLC,PARQ.N0000,72,27372000,1970784000,0.07720536436184102146759679174
C. W. MACKIE PLC,CWM.N0000,53.2,35988556,1914591179.2,0.07500401342516625707057630673
SIERRA CABLES PLC,SIRA.N0000,3.4,537512430,1827542262,0.07159387645950704230259754518
SATHOSA MOTORS PLC,SMOT.N0000,302,6033622,1822153844,0.07138278545459534083089167332
SWADESHI INDUSTRIAL WORKS PLC,SWAD.N0000,13500,130666,1763991000,0.06910425895786058000250029037
THE FORTRESS RESORTS PLC,RHTL.N0000,15.8,110886684,1752009607.2,0.06863488849580774285273831258
LANKEM CEYLON PLC,LCEY.N0000,73,24000000,1752000000,0.06863451213422956022132794823
RENUKA AGRI FOODS PLC,RAL.N0000,3.1,561750000,1741425000,0.06822023703958373967375914512
EQUITY TWO PLC,ETWO.N0000,56,31000000,1736000000,0.06800771293665668752524276149
NAMUNUKULA PLANTATIONS PLC,NAMU.N0000,72.6,23750000,1724250000,0.06754740727593910913905520247
AGSTAR PLC,AGST.N0000,5.6,307526310,1722147336,0.06746503551919127371439012353
EDEN HOTEL LANKA PLC,EDEN.N0000,15.9,105600000,1679040000,0.06577630779329726072717949669
REGNIS(LANKA) PLC,REG.N0000,147,11267863,1656375861,0.06488844128461725763884328243
BROWNS CAPITAL PLC,FLCH.N0000,1.2,1368000000,1641600000,0.06430959767097673861834015971
AMANA TAKAFUL  PLC,ATL.N0000,0.9,1800001296,1620001166.4,0.06346346444791486354104470222
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,17,94632904,1608759368,0.06302306755939011328115381856
PANASIAN POWER PLC,PAP.N0000,3.1,500000000,1550000000,0.06072117226487204243325246561
PALM GARDEN HOTELS PLC,PALM.N0000,35.6,43267000,1540305200,0.06034137896108269954487704884
ELPITIYA PLANTATIONS PLC,ELPL.N0000,20.1,72866428,1464615202.8,0.05737622711675438822221178412
NATION LANKA FINANCE PLC,CSF.N0000,1.9,753489783,1431630587.7,0.05608405647444625946710746153
ROYAL PALMS BEACH HOTELS PLC,RPBH.N0000,28.6,50000000,1430000000,0.05602017828307549721261356505
C M HOLDINGS PLC,COLO.N0000,93.1,15200000,1415120000,0.05543725502933272560525434138
PEOPLE`S MERCHANT FINANCE PLC,PMB.N0000,20.5,67500000,1383750000,0.05420833685259141207549232212
DOLPHIN HOTELS PLC,STAF.N0000,43.5,31621477,1375534249.5,0.05388648523878772909803618331
KEGALLE PLANTATIONS PLC,KGAL.N0000,55,25000000,1375000000,0.05386555604141874731982073562
TANGERINE BEACH HOTELS PLC,TANG.N0000,67.4,20000000,1348000000,0.05280783239551452464517698300
ASIA ASSET FINANCE PLC,AAF.N0000,1.6,839207833,1342732532.8,0.05260147963212693548665171490
ARPICO FINANCE COMPANY PLC,ARPI.N0000,175.3,7437500,1303793750,0.05107605476878291191884474635
RESUS ENERGY PLC,HPWR.N0000,22.1,58390263,1290424812.3,0.05055232730486030402609512788
ASIA CAPITAL PLC,ACAP.N0000,9.7,131329995,1273900951.5,0.04990500588671993863320560722
COLOMBO CITY HOLDINGS PLC,PHAR.N0000,1000.8,1272857,1273875285.6,0.04990400042637462703362245392
MADULSIMA PLANTATIONS PLC,MADU.N0000,7.5,169501097,1271258227.5,0.04980147730655702785677504290
DANKOTUWA PORCELAIN PLC,DPL.N0000,7.8,162552920,1267912776,0.04967041941182459264924834089
LANKA ALUMINIUM INDUSTRIES PLC,LALU.N0000,90,13702823,1233254070,0.04831266634246746087743310100
LANKA CEMENT PLC,LCEM.N0000,7,173510748,1214575236,0.04758092395729265512785137269
SINHAPUTHRA FINANCE PLC,SFL.N0000,18.9,62958930,1189923777,0.04661520428728011945411615760
CITRUS LEISURE  PLC,REEF.N0000,11.8,96650427,1140475038.6,0.04467805244039818839878996364
WASKADUWA BEACH RESORT PLC,CITW.N0000,5.6,201746915,1129782724,0.04425918155218089394302165082
CENTRAL INDUSTRIES PLC,CIND.N0000,54.2,19768428,1071448797.6,0.04197395291100620553739647260
CONVENIENCE  FOODS (LANKA )PLC,SOY.N0000,384.3,2750000,1056825000,0.04140106637343444919001421740
GUARDIAN CAPITAL PARTNERS PLC,WAPO.N0000,40.8,25833808,1054019366.4,0.04129115581786173105972301813
ON'ALLY HOLDINGS PLC,ONAL.N0000,60,17500770,1050046200,0.04113550722340276235050032591
COMMERCIAL DEVELOPMENT COMPANY PLC,COMD.N0000,86,12000000,1032000000,0.04042854824345028889749454485
CHEMANEX PLC,CHMX.N0000,64.2,15750000,1011150000,0.03961175053911313916540853587
E-CHANNELLING PLC,ECL.N0000,8.2,122131415,1001477603,0.03923283487172524784372126887
MILLENNIUM HOUSING DEVELOPERS PLC,MHDL.N0000,7.4,134681320,996641768,0.03904339127812557204157919956
ADAM INVESTMENTS PLC,AINV.N0000,2.2,449276200,988407640,0.03872081972668105184737479165
MAHAWELI REACH HOTELS PLC,MRH.N0000,21,47066447,988395387,0.03872033971602056057180322091
ANILANA HOTELS AND PROPERTIES PLC,ALHP.N0000,2,493308514,986617028,0.03865067259138327955211963613
CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,95.5,10200036,974103438,0.03816045333071103429955684663
AITKEN SPENCE PLANTATION MANAGEMENTS PLC,ASPM.N0000,45.5,21300000,969150000,0.03796640264548434833818492068
ACL PLASTICS PLC,APLA.N0000,230,4212500,968875000,0.03795562953427606458872095653
PEGASUS HOTELS OF CEYLON PLC,PEG.N0000,30.8,30391538,936059370.4,0.03667007889045552650105315289
CEYLON & FOREIGN TRADES PLC,CFT.N0000,6.5,140196000,911274000,0.03569911324806387457827077893
HIKKADUWA BEACH RESORT PLC,CITH.N0000,15.5,57573897,892395403.5,0.03495954517696999689231706830
THE AUTODROME PLC,AUTO.N0000,73.7,12000000,884400000,0.03464632564584053827610869715
SWARNAMAHAL FINANCIAL SERVICES PLC,SFS.N0000,1.7,500000140,850000238,0.03329871669469692587600689992
AMANA TAKAFUL LIFE PLC,ATLL.N0000,1.7,500000000,850000000,0.03329870737105886197952554566
SMB LEASING PLC,SEMB.N0000,0.7,1191766772,834236740.4,0.03268118246678305684039162676
EASTERN MERCHANTS PLC,EMER.N0000,7.1,117446000,833866600,0.03266668223517622545733674867
KELSEY DEVELOPMENTS PLC,KDL.N0000,47.6,17429274,829633442.4,0.03250084849849625623188265501
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,9.9,83750000,829125000,0.03248093029297550463385190358
ARPICO INSURANCE PLC,AINS.N0000,12.3,66230407,814634006.1,0.03191324633369091756857396639
SINGHE HOSPITALS PLC,SINH.N0000,2,398225895,796451790,0.03120095892984238213994831081
HAYLEYS FIBRE PLC,HEXP.N0000,97.9,8000000,783200000,0.03068182072119211847336989101
BERUWALA RESORTS PLC,BERU.N0000,1.3,600000000,780000000,0.03055646088167754393415285366
UNION CHEMICALS LANKA PLC,UCAR.N0000,515,1500000,772500000,0.03026264875781525985786292238
TALAWAKELLE TEA ESTATES  PLC,TPL.N0000,32,23750000,760000000,0.02977296188471145306404637023
HAPUGASTENNE PLANTATIONS PLC,HAPU.N0000,16.3,46315789,754947360.7,0.02957502499353238048916280957
BROWNS HYDRO POWER PLC,HPFL.N0000,6.8,109088112,741799161.6,0.02905994495319435755372019545
KALPITIYA BEACH RESORT PLC,CITK.N0000,4.5,161200010,725400045,0.02841751038283285903246661164
SUMMIT FINANCE PLC,GSF.N0000,31.1,22500000,699750000,0.02741267115635110431785058891
CHILAW FINANCE PLC,CFL.N0000,20.6,33901337,698367542.2,0.02735851344136870688490621417
TEA SMALLHOLDER FACTORIES PLC,TSML.N0000,23,30000000,690000000,0.02703071539533013501867367824
SINGER INDUSTRIES (CEYLON) PLC,SINI.N0000,179.1,3846300,688872330,0.02698653897963469743409902933
MARAWILA RESORTS PLC,MARA.N0000,2.8,228000000,638400000,0.02500928798315762057379895100
ASIA SIYAKA COMMODITIES PLC,ASIY.N0000,2.4,260000000,624000000,0.02444516870534203514732228293
ABANS ELECTRICALS PLC,ABAN.N0000,120,5110560,613267200,0.02402471180361015214278833966
SERENDIB LAND PLC,SLND.N0000,1661.2,360000,598032000,0.02342787360768126276157602485
HOTEL SIGIRIYA PLC,HSIG.N0000,102,5859000,597618000,0.02341165517844406468056482064
COLOMBO INVESTMENT TRUST PLC,CIT.N0000,90,6500000,585000000,0.02291734566125815795061464024
SIGIRIYA VILLAGE HOTELS PLC,SIGV.N0000,65,9000000,585000000,0.02291734566125815795061464024
MALWATTE VALLEY PLANTATIONS PLC,MAL.N0000,2.8,202792331,567818526.8,0.02224426231032816937093967894
RAIGAM WAYAMBA SALTERNS PLC,RWSL.N0000,2,282207320,564414640,0.02211091521564886353292188026
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,10.5,53728000,564144000,0.02210031290722191839126759933
LUCKY LANKA MILK PROCESSING COMPANY PLC,LLMP.N0000,3.1,176028410,545688071,0.02137730281424304896595592530
ALUFAB PLC,ALUF.N0000,44.6,12058200,537795720,0.02106812035963283275371713657
COLOMBO TRUST FINANCE PLC,CALF.N0000,11.5,46519243,534971294.5,0.02095747363232006026927483959
RAMBODA FALLS PLC,RFL.N0000,26.1,20000000,522000000,0.02044932382081497170977921745
COLOMBO FORT INVESTMENTS PLC,CFI.N0000,80,6500000,520000000,0.02037097392111836262276856911
HORANA PLANTATIONS PLC,HOPL.N0000,19.5,25000000,487500000,0.01909778805104846495884553354
LAXAPANA BATTERIES PLC,LITE.N0000,12.5,39000000,487500000,0.01909778805104846495884553354
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,19.1,25000000,477500000,0.01870603855256541952379229182
THE FINANCE COMPANY PLC,TFC.N0000,8.2,57966232,475323102.4,0.01862075869826052499896645605
HVA FOODS PLC,HVA.N0000,7,66428660,465000620,0.01821637596793051867879271298
MASKELIYA PLANTATIONS PLC,MASK.N0000,8.5,53953489,458604656.5,0.01796581441858643228164849753
TESS AGRO PLC,TESS.N0000,1.6,280000000,448000000,0.01755037753204043549038522877
AMW CAPITAL LEASING AND FINANCE PLC,AMCL.N0000,22.4,20000000,448000000,0.01755037753204043549038522877
STANDARD CAPITAL PLC,SING.N0000,80.4,5540828,445482571.2,0.01745175738505375800139407275
CEYLON TEA BROKERS PLC,CTBL.N0000,3.9,114000000,444600000,0.01741718270255620004246712658
BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.N0000,2.1,206601782,433863742.2,0.01699659034168273157048265061
ADAM CAPITAL PLC,PCHH.N0000,1.7,252000242,428400411.4,0.01678256463158803403017007310
SAMSON INTERNATIONAL PLC,SIL.N0000,100,4232771,423277100,0.01658185916443578709175744981
ASCOT HOLDINGS  PLC,ASCO.N0000,33.1,12657555,418965070.5,0.01641293562502887737517845858
MULTI FINANCE PLC,MFL.N0000,18,22462039,404316702,0.01583908652368189332168818840
KOTAGALA PLANTATIONS PLC,KOTA.N0000,10,40000000,400000000,0.01566997993932181740212966854
LAKE HOUSE PRINTERS AND PUBLISHERS PLC,LPRT.N0000,130,2937245,381841850,0.01495863532373382625547846644
UDAPUSSELLAWA PLANTATIONS PLC,UDPL.N0000,18.4,19398850,356938840,0.01398306115591199972551994355
MULLER AND PHIPPS (CEYLON) PLC,MULL.N0000,1.2,283000000,339600000,0.01330381296848422297440808859
BALANGODA PLANTATIONS PLC,BALA.N0000,14,23636363,330909082,0.01296334669169849574777588365
MACKWOODS ENERGY PLC,MEL.N0000,3.1,100000000,310000000,0.01214423445297440848665049312
HUNAS FALLS HOTELS PLC,HUNA.N0000,55,5625000,309375000,0.01211975010931921814695966551
ACME PRINTING & PACKAGING PLC,ACME.N0000,7.2,41161913,296365773.6,0.01161011431753397868435025376
GESTETNER OF CEYLON PLC,GEST.N0000,105,2657812,279070260,0.01093256343965330951521212788
LANKEM DEVELOPMENTS PLC,LDEV.N0000,4.4,60000000,264000000,0.01034218675995239948540558124
SERENDIB ENGINEERING GROUP PLC,IDL.N0000,7.4,32383250,239636050,0.00938773024059580000266903839
MERCANTILE SHIPPING COMPANY PLC,MSL.N0000,82.6,2844990,234996174,0.00920596333099344811056772890
INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,320,666562,213299840,0.00835601053465138340095868490
YORK ARCADE HOLDINGS PLC,YORK.N0000,15.6,12000000,187200000,0.00733355061160261054419668487
