NAME,SYMBOL,PRICE,QUANTITY,MARKET_CAP,MARKET_CAP_PERCENTAGE
COMMERCIAL LEASING & FINANCE PLC,CLC.N0000,3.7,6377711170,23597531329,0.91628094150843978832937900193
C T HOLDINGS PLC,CTHR.N0000,124,183097253,22704059372,0.88158784948295114914464591584
HAYLEYS PLC,HAYL.N0000,285,75000000,21375000000,0.82998110487402758246129230793
COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,65.6,318074365,20865678344,0.81020438670873404329456192411
NATIONS TRUST BANK PLC,NTB.N0000,84,230607283,19371011772,0.75216719312525636851042779094
LANKA IOC PLC,LIOC.N0000,36,532465705,19168765380,0.74431406171524721327949076877
TRANS ASIA HOTELS PLC,TRAN.N0000,94.9,200000000,18980000000,0.73698439160276226971299780138
UNION BANK OF COLOMBO PLC,UBC.N0000,16.9,1091406249,18444765608.1,0.71620149420132412799592192331
JOHN KEELLS HOTELS PLC,KHL.N0000,12.5,1456146780,18201834750,0.70676860428254828645157618060
OVERSEAS REALTY (CEYLON) PLC,OSEA.N0000,20.2,887878273,17935141114.6,0.69641301699964007241618552211
L B FINANCE PLC,LFIN.N0000,127,138514284,17591314068,0.68306237596934104230041457039
SINGER SRI LANKA PLC,SINS.N0000,133.8,125209610,16753045818,0.65051281768556010325940599983
RICHARD PIERIS AND COMPANY PLC,RICH.N0000,8.2,2035038275,16687313855,0.64796047676035408217349605293
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,49.6,336290010,16679984496,0.64767588122908678870319144872
SEYLAN BANK PLC,SEYB.N0000,94,175977401,16541875694,0.64231318199742417769366231225
THE LANKA HOSPITAL CORPORATION PLC,LHCL.N0000,73,223732169,16332448337,0.63418121712473611151635386767
SHALIMAR (MALAY)  PLC,SHAL.N0000,2298.2,6940080,15949691856,0.61931896463359811171472478873
CEYLON TEA SERVICES PLC,CTEA.N0000,716,20000000,14320000000,0.55603880335888070085827863624
TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.N0000,61.7,222750000,13743675000,0.53366037714758133494192755837
ROYAL CERAMICS LANKA PLC,RCL.N0000,123.5,110789384,13682488924,0.53128455085699016665717560992
CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,648,20988090,13600282320,0.52809250744104342254693126830
EXPOLANKA HOLDINGS PLC,EXPO.N0000,6.7,1954915000,13097930500,0.50858642469956605989057429658
LAUGFS GAS PLC,LGL.N0000,35.8,335000086,11993003078.8,0.46568261736140530912815904238
SOFTLOGIC HOLDINGS PLC,SHL.N0000,14.5,779000000,11295500000,0.43859890386454168690954513517
CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,126,82978868,10455337368,0.40597578762682327558223395933
INDO MALAY  PLC,INDO.N0000,1429.6,6998400,10004912640,0.38848600922176955169476611566
JANASHAKTHI INSURANCE COMPANY PLC,JINS.N0000,18.3,544500198,9964353623.4,0.38691112185754629903390504322
UNITED MOTORS LANKA PLC,UML.N0000,96.6,100900626,9747000471.6,0.37847140213456074408615784861
SELINSING  PLC,SELI.N0000,1349.8,6940080,9367719984,0.36374412081734867774455466009
GOOD HOPE  PLC,GOOD.N0000,1302,6871307,8946441714,0.34738608554277469375056282077
UNION ASSURANCE PLC,UAL.N0000,150,58928572,8839285800,0.34322527226111358121442948057
ASIAN ALLIANCE INSURANCE PLC,AAIC.N0000,23.5,375000000,8812500000,0.34218519236034470504983103923
AIA  INSURANCE LANKA PLC,CTCE.N0000,274,30749370,8425327380,0.32715146328785010719936064899
LOLC FINANCE PLC,LOFC.N0000,3,2800000000,8400000000,0.32616801314347750609005171399
MTD WALKERS PLC,KAPI.N0000,46.8,167647568,7845906182.4,0.30465281319327793134134171356
ACL CABLES PLC,ACL.N0000,63.6,119787360,7618476096,0.29582181088254728553104207220
CIC HOLDINGS PLC,CIC.N0000,103,72900000,7508700000,0.29155925717743208928313944105
PAN ASIA BANKING CORPORATION PLC,PABC.N0000,25,295041086,7376027150,0.28640763338188653932553711754
SUNSHINE HOLDINGS PLC,SUN.N0000,52,135140986,7027331272,0.27286793793919839302085605450
BIMPUTH FINANCE PLC,BLI.N0000,63.5,107733344,6841067344,0.26563539802061985160847784570
ASIRI  SURGICAL HOSPITAL PLC,AMSL.N0000,12.8,528457545,6764256576,0.26265287235555025619972766125
MERCANTILE INVESTMENTS AND FINANCE PLC,MERC.N0000,2200,3006000,6613200000,0.25678741720481493372318214226
BROWN & COMPANY PLC,BRWN.N0000,91.7,70875000,6499237500,0.25236230741935498666511219958
NAWALOKA HOSPITALS PLC,NHL.N0000,4.6,1409505596,6483725741.6,0.25175999320296336194959988877
VALLIBEL POWER ERATHNA PLC,VPEL.N0000,8.6,747109731,6425143686.6,0.24948527981186670455042962157
COLOMBO DOCKYARD PLC,DOCK.N0000,87.2,71858924,6266098172.8,0.24330961799811318870818737111
GALADARI HOTELS (LANKA) PLC,GHLL.N0000,12.5,500829564,6260369550,0.24308717829374123336144039383
ALUMEX PLC,ALUM.N0000,20.4,299302840,6105777936,0.23708445929528606654725516481
ODEL PLC,ODEL.N0000,22,272129431,5986847482,0.23246644621392514429272211537
COLOMBO LAND & DEVELOPMENT COMPANY PLC,CLND.N0000,29.4,199881008,5876501635.2,0.22818176935566436389911986378
LANKA TILES PLC,TILE.N0000,110,53050410,5835545100,0.22659144653287568543143112361
LANKA WALLTILES PLC,LWL.N0000,106,54600000,5787600000,0.22472976105585600169604563094
CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,95.6,60000000,5736000000,0.22272615754654606844434959898
DIPPED PRODUCTS PLC,DIPD.N0000,94.9,59861512,5680857488.8,0.22058500000870726420785927221
KELANI TYRES PLC,TYRE.N0000,69,80400000,5547600000,0.21541067496604235866490129625
PROPERTY DEVELOPMENT PLC,PDL.N0000,83.9,66000000,5537400000,0.21501461380722527883607766203
CEYLON INVESTMENT PLC,CINV.N0000,54.9,99451059,5459863139.1,0.21200389429947108989179394267
DIESEL & MOTOR ENGINEERING PLC,DIMO.N0000,599.9,8876437,5324974556.3,0.20676623465094544062272662780
PIRAMAL GLASS CEYLON  PLC,GLAS.N0000,5.6,950086080,5320482048,0.20659179268591668088618223996
BROWNS INVESTMENTS PLC,BIL.N0000,1.4,3720000000,5208000000,0.20222416814895605377583206267
TAPROBANE HOLDINGS PLC,TAP.N0000,5,1002724815,5013624075,0.19467664323703038735167171324
AMANA BANK PLC,ABL.N0000,3.9,1250695267,4877711541.3,0.18939922406105122908004598600
HAYCARB PLC,HAYC.N0000,162.5,29712375,4828260937.5,0.18747908058602845542434702952
SANASA DEVELOPMENT BANK PLC,SDB.N0000,113,42061577,4752958201,0.18455511106835323836068318316
LANKA CENTURY INVESTMENTS PLC,GREG.N0000,13.4,349367119,4681519394.6,0.18178117612254019729159722776
WATAWALA PLANTATIONS PLC,WATA.N0000,19.3,236666670,4567666731,0.17736033123236106359694989334
KANDY HOTELS COMPANY (1938) PLC,KHC.N0000,7.9,577500000,4562250000,0.17715000213855122049515933716
LANKA MILK FOODS (CWE) PLC,LMF.N0000,113.3,39998000,4531773400,0.17596661022553116019014694787
LANKA ASHOK LEYLAND PLC,ASHO.N0000,1250,3620843,4526053750,0.17574451893072448267613409497
VIDULLANKA PLC,VLL.N0000,5.7,747153790,4258776603,0.16536627416933791488013122031
KEELLS FOOD PRODUCTS PLC,KFP.N0000,163.4,25500000,4166700000,0.16179098337677711007445458056
SOFTLOGIC CAPITAL PLC,SCAP.N0000,6,688160000,4128960000,0.16032555708915391470780713393
THE KINGSBURY PLC,SERV.N0000,17,242000000,4114000000,0.15974466738955553095886580373
CEYLON HOTELS CORPORATION PLC,CHOT.N0000,23,171825201,3951979623,0.15345349304969277136032652103
SENKADAGALA FINANCE PLC,SFCL.N0000,60,65227555,3913653300,0.15196530011826358514108345091
PEOPLE'S INSURANCE PLC,PINS.N0000,19.2,200000000,3840000000,0.14910537743701828849830935496
JOHN KEELLS PLC,JKL.N0000,63.1,60800000,3836480000,0.14896869750770102173385257139
TAL LANKA HOTELS PLC,TAJ.N0000,27.4,139637494,3826067335.6,0.14856437869116794788624963512
THE COLOMBO FORT LAND & BUILDING PLC,CFLB.N0000,21.1,180000000,3798000000,0.14747453737130090096785909639
LANKA CERAMIC PLC,CERA.N0000,125,30000000,3750000000,0.14561072015333817236163022946
HAYLEYS FABRIC PLC,MGT.N0000,18,207740888,3739335984,0.14519664147347504683537018078
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,79,46299223,3657638617,0.14202437148854129618402688436
HOUSING DEVELOPMENT FINANCE CORPORATION ,HDFC.N0000,55,64710520,3559078600,0.13819733280755589541743722954
THREE ACRE FARMS PLC,TAFL.N0000,149.9,23545000,3529395500,0.13704475212292028146969656120
AMAYA LEISURE  PLC,CONN.N0000,67.1,51876976,3480945089.6,0.13516344568290193870145471538
SINGER FINANCE (LANKA) PLC,SFIN.N0000,21,165333334,3472000014,0.13481611264291739108968388526
DUNAMIS CAPITAL PLC,CSEC.N0000,27.9,122997050,3431617695,0.13324808636263690282536806252
FIRST CAPITAL HOLDINGS PLC,CFVF.N0000,32.6,101250000,3300750000,0.12816655587896825931270692797
E B CREASY & COMPANY PLC,EBCR.N0000,1300,2535458,3296095400,0.12798581997016139855082040955
PRINTCARE  PLC,CARE.N0000,38.3,85966670,3292523461,0.12784712327412571999134114845
BROWNS BEACH HOTELS PLC,BBH.N0000,25,129600000,3240000000,0.12580766221248418092044851825
KELANI CABLES PLC,KCAB.N0000,143,21800000,3117400000,0.12104716240160437827203895395
BAIRAHA FARMS PLC,BFL.N0000,190,16000000,3040000000,0.11804175713763947839449490601
HNB ASSURANCE PLC,HASU.N0000,60,50000000,3000000000,0.11648857612267053788930418357
THE NUWARA ELIYA HOTELS COMPANY PLC,NEH.N0000,1460,2003870,2925650200,0.11360160867700209456998345417
C T LAND DEVELOPMENT PLC,CTLD.N0000,55.8,48750000,2720250000,0.10562601639923151023112656845
KAHAWATTE PLANTATIONS PLC,KAHA.N0000,34,79889805,2716253370,0.10547082915323512731384505852
THE LIGHTHOUSE HOTEL PLC,LHL.N0000,58,46000000,2668000000,0.10359717369842833169622118725
RICHARD PIERIS EXPORTS PLC,REXP.N0000,236.4,11163745,2639109318,0.10247536222863070919591157446
VALLIBEL FINANCE PLC,VFIN.N0000,63.5,41550600,2638463100,0.10245026989040242922602699100
HARISCHANDRA MILLS PLC,HARI.N0000,2700.7,959800,2592131860,0.10065124983120318984873417582
MERCHANT BANK OF SRI LANKA & FINANCE PLC,MBSL.N0000,15.6,165717222,2585188663.2,0.10038164879487936235335841063
CEYLON HOSPITALS PLC (DURDANS),CHL.N0000,100,25527272,2552727200,0.09912118558587053956955245949
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,1040,2430000,2527200000,0.09812997652573766111794984423
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,450.2,5608355,2524881421,0.09803994720362501934026022923
RENUKA FOODS PLC,COCO.N0000,21.1,117960106,2488958236.6,0.09664506700344230908924534224
SOFTLOGIC FINANCE PLC,CRL.N0000,41.1,59070988,2427817606.8,0.09427100536722720284109306875
CEYLON LEATHER PRODUCTS PLC,CLPL.N0000,70,34234069,2396384830,0.09305048556288929869528958825
ORIENT FINANCE PLC,BFN.N0000,16,148018370,2368293920,0.09195972886025926968212291032
LANKA VENTURES PLC,LVEN.N0000,46,50000000,2300000000,0.08930790836071407904846654073
SEYLAN DEVELOPMENTS PLC,CSD.N0000,15.5,147964860,2293455330,0.08905378193088315965206387660
HUNTERS & COMPANY PLC,HUNT.N0000,436.2,5145000,2244249000,0.08714312349157574399584434155
RENUKA HOLDINGS PLC,RHL.N0000,24.5,89034626,2181348337,0.08470072060156176194124305697
RENUKA CITY HOTEL PLC,RENU.N0000,311.2,7000000,2178400000,0.08458623807520849991268674449
KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,63,34000000,2142000000,0.08317284335158676405296318706
LEE HEDGES PLC,SHAW.N0000,405,5120546,2073821130,0.08052549018893587783443487229
EAST WEST PROPERTIES PLC,EAST.N0000,14.8,138240000,2045952000,0.07944334509844334411189922432
SWISSTEK (CEYLON) PLC,PARQ.N0000,74,27372000,2025528000,0.07865029087220020308994884144
J.L. MORISON SONS & JONES (CEYLON) PLC,MORI.N0000,345.6,5808290,2007345024,0.07794425454422930594116607190
ABANS FINANCE PLC,AFSL.N0000,44.4,44400000,1971360000,0.07654697314172926385781956510
SERENDIB HOTELS PLC,SHOT.N0000,26.1,75514738,1970934661.8,0.07653045746129973730255994229
C. W. MACKIE PLC,CWM.N0000,54,35988556,1943382024,0.07546060161271784740282821740
SIERRA CABLES PLC,SIRA.N0000,3.5,537512430,1881293505,0.07304973388875938872866812317
EQUITY TWO PLC,ETWO.N0000,60.1,31000000,1863100000,0.07234328872471582638052087480
SATHOSA MOTORS PLC,SMOT.N0000,302,6033622,1822153844,0.07075336892133691205351442152
NAMUNUKULA PLANTATIONS PLC,NAMU.N0000,74.9,23750000,1778875000,0.06907287195007185102927865984
THE FORTRESS RESORTS PLC,RHTL.N0000,16,110886684,1774186944,0.06889083696066407024555359991
SWADESHI INDUSTRIAL WORKS PLC,SWAD.N0000,13500,130666,1763991000,0.06849493329440190826729719202
LANKEM CEYLON PLC,LCEY.N0000,73,24000000,1752000000,0.06802932845563959412735364320
RENUKA AGRI FOODS PLC,RAL.N0000,3.1,561750000,1741425000,0.06761870622480718048129384595
AGSTAR PLC,AGST.N0000,5.5,307526310,1691394705,0.06567605361562479274849032407
REGNIS(LANKA) PLC,REG.N0000,149.9,11267863,1689052663.7,0.06558511326353896332648033566
EDEN HOTEL LANKA PLC,EDEN.N0000,15.9,105600000,1679040000,0.06519632628433624664588576546
BROWNS CAPITAL PLC,FLCH.N0000,1.2,1368000000,1641600000,0.06374254885432531833302724924
PANASIAN POWER PLC,PAP.N0000,3.1,500000000,1550000000,0.06018576433004644457614049484
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,16.2,94632904,1533053044.8,0.05952772210309221547281718132
PALM GARDEN HOTELS PLC,PALM.N0000,35,43267000,1514345000,0.05880129760282850523332611462
ELPITIYA PLANTATIONS PLC,ELPL.N0000,20.2,72866428,1471901845.6,0.05715325006209161890667051876
AMANA TAKAFUL  PLC,ATL.N0000,0.8,1800001296,1440001036.8,0.05591455679733376618180390265
NATION LANKA FINANCE PLC,CSF.N0000,1.9,753489783,1431630587.7,0.05558953623161166981731322195
ROYAL PALMS BEACH HOTELS PLC,RPBH.N0000,28.6,50000000,1430000000,0.05552622128513962306056832750
ASIA ASSET FINANCE PLC,AAF.N0000,1.7,839207833,1426653316.1,0.05539627113772506775584883607
C M HOLDINGS PLC,COLO.N0000,93,15200000,1413600000,0.05488941706900235745344013129
DOLPHIN HOTELS PLC,STAF.N0000,44,31621477,1391344988,0.05402526551584470868918249153
KEGALLE PLANTATIONS PLC,KGAL.N0000,55,25000000,1375000000,0.05339059738955732986593108413
PEOPLE`S MERCHANT FINANCE PLC,PMB.N0000,20.2,67500000,1363500000,0.05294405784775375947068875143
RESUS ENERGY PLC,HPWR.N0000,23,58390263,1342976049,0.05214712257161993943442751060
ARPICO FINANCE COMPANY PLC,ARPI.N0000,175.5,7437500,1305281250,0.05068345141737318434477444212
MADULSIMA PLANTATIONS PLC,MADU.N0000,7.6,169501097,1288208337.2,0.05002051831659367894593671332
COLOMBO CITY HOLDINGS PLC,PHAR.N0000,1000.8,1272857,1273875285.6,0.04946397272580142402948099601
DANKOTUWA PORCELAIN PLC,DPL.N0000,7.8,162552920,1267912776,0.04923245130799417274288028269
LANKA CEMENT PLC,LCEM.N0000,7.3,173510748,1266628460.4,0.04918258194281546164772307455
TANGERINE BEACH HOTELS PLC,TANG.N0000,63.3,20000000,1266000000,0.04915817912376696698928636546
ASIA CAPITAL PLC,ACAP.N0000,9.6,131329995,1260767952,0.04895502118319181160847881274
SINHAPUTHRA FINANCE PLC,SFL.N0000,19.9,62958930,1252882707,0.04864884086238234252663249728
LANKA ALUMINIUM INDUSTRIES PLC,LALU.N0000,90,13702823,1233254070,0.04788667020392942004035786461
CITRUS LEISURE  PLC,REEF.N0000,11.9,96650427,1150140081.3,0.04465939347074984374037301469
WASKADUWA BEACH RESORT PLC,CITW.N0000,5.6,201746915,1129782724,0.04386892694891735948370776365
CONVENIENCE  FOODS (LANKA )PLC,SOY.N0000,395,2750000,1086250000,0.04217857193775029059408555646
GUARDIAN CAPITAL PARTNERS PLC,WAPO.N0000,42,25833808,1085019936,0.04213080913645037172324613344
CENTRAL INDUSTRIES PLC,CIND.N0000,54.2,19768428,1071448797.6,0.04160384827359047264081340312
ON'ALLY HOLDINGS PLC,ONAL.N0000,60,17500770,1050046200,0.04077279556700697738753995953
PEGASUS HOTELS OF CEYLON PLC,PEG.N0000,34.2,30391538,1039390599.6,0.04035904366089759117667279792
COMMERCIAL DEVELOPMENT COMPANY PLC,COMD.N0000,86,12000000,1032000000,0.04007207018619866503392063914
E-CHANNELLING PLC,ECL.N0000,8.4,122131415,1025903886,0.03983536097295150583944913325
CHEMANEX PLC,CHMX.N0000,64.2,15750000,1011150000,0.03926247458214610479558997507
MAHAWELI REACH HOTELS PLC,MRH.N0000,21.3,47066447,1002515321.1,0.03892719409870028242720183328
ADAM INVESTMENTS PLC,AINV.N0000,2.2,449276200,988407640,0.03837939953745637895089924310
ANILANA HOTELS AND PROPERTIES PLC,ALHP.N0000,2,493308514,986617028,0.03830987092336698983850222886
CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,96,10200036,979203456,0.03802200544127935688352853399
MILLENNIUM HOUSING DEVELOPERS PLC,MHDL.N0000,7.2,134681320,969705504,0.03765320447309219992329960317
AITKEN SPENCE PLANTATION MANAGEMENTS PLC,ASPM.N0000,45.5,21300000,969150000,0.03763163451642871726513971650
ACL PLASTICS PLC,APLA.N0000,230,4212500,968875000,0.03762095639695080579916653028
SMB LEASING PLC,SEMB.N0000,0.8,1191766772,953413417.6,0.03702059049082435812262393071
THE AUTODROME PLC,AUTO.N0000,75,12000000,900000000,0.03494657283680116136679125507
HIKKADUWA BEACH RESORT PLC,CITH.N0000,15.5,57573897,892395403.5,0.03465128996404368005242921507
CEYLON & FOREIGN TRADES PLC,CFT.N0000,6.3,140196000,883234800,0.03429558807799722933285066757
SWARNAMAHAL FINANCIAL SERVICES PLC,SFS.N0000,1.7,500000140,850000238,0.03300510580951702480049885789
AMANA TAKAFUL LIFE PLC,ATLL.N0000,1.7,500000000,850000000,0.03300509656808998573530285201
ARPICO INSURANCE PLC,AINS.N0000,12.8,66230407,847749209.6,0.03291769944514112704562149130
EASTERN MERCHANTS PLC,EMER.N0000,7.2,117446000,845611200,0.03283468154712759358307332594
TALAWAKELLE TEA ESTATES  PLC,TPL.N0000,35.6,23750000,845500000,0.03283036370390597992846889573
KELSEY DEVELOPMENTS PLC,KDL.N0000,47.6,17429274,829633442.4,0.03221427280297520101005435331
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,9.9,83750000,829125000,0.03219453022590306990915644373
SINGHE HOSPITALS PLC,SINH.N0000,2,398225895,796451790,0.03092584498915073649406637961
HAYLEYS FIBRE PLC,HEXP.N0000,97.7,8000000,781600000,0.03034915703249309747142671662
BERUWALA RESORTS PLC,BERU.N0000,1.3,600000000,780000000,0.03028702979189433985121908772
UNION CHEMICALS LANKA PLC,UCAR.N0000,515,1500000,772500000,0.02999580835158766350649582726
HAPUGASTENNE PLANTATIONS PLC,HAPU.N0000,16.3,46315789,754947360.7,0.02931424769850372067172651404
BROWNS HYDRO POWER PLC,HPFL.N0000,6.8,109088112,741799161.6,0.02880370936792492791976895899
KALPITIYA BEACH RESORT PLC,CITK.N0000,4.6,161200010,741520046,0.02879287144165238629950719370
SUMMIT FINANCE PLC,GSF.N0000,32,22500000,720000000,0.02795725826944092909343300405
TEA SMALLHOLDER FACTORIES PLC,TSML.N0000,23,30000000,690000000,0.02679237250821422371453996222
SINGER INDUSTRIES (CEYLON) PLC,SINI.N0000,179.1,3846300,688872330,0.02674858561733547308605275167
CHILAW FINANCE PLC,CFL.N0000,20.1,33901337,681416873.7,0.02645909378775820854120901781
MARAWILA RESORTS PLC,MARA.N0000,2.9,228000000,661200000,0.02567408217743658655080264205
ASIA SIYAKA COMMODITIES PLC,ASIY.N0000,2.5,260000000,650000000,0.02523919149324528320934923977
ABANS ELECTRICALS PLC,ABAN.N0000,120,5110560,613267200,0.02381287430357900576462249553
SERENDIB LAND PLC,SLND.N0000,1661.2,360000,598032000,0.02322129871859763570500545316
HOTEL SIGIRIYA PLC,HSIG.N0000,102,5859000,597618000,0.02320522329509270717077672919
MALWATTE VALLEY PLANTATIONS PLC,MAL.N0000,2.9,202792331,588097759.9,0.02283555689056105697947595484
SIGIRIYA VILLAGE HOTELS PLC,SIGV.N0000,65,9000000,585000000,0.02271527234392075488841431579
COLOMBO INVESTMENT TRUST PLC,CIT.N0000,90,6500000,585000000,0.02271527234392075488841431579
RAIGAM WAYAMBA SALTERNS PLC,RWSL.N0000,2,282207320,564414640,0.02191595258546322916046599354
ALUFAB PLC,ALUF.N0000,45.5,12058200,548648100,0.02130374532046951917964825021
LUCKY LANKA MILK PROCESSING COMPANY PLC,LLMP.N0000,3.1,176028410,545688071,0.02118880879930558172978227048
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,10,53728000,537280000,0.02086232739306280886572178391
COLOMBO TRUST FINANCE PLC,CALF.N0000,11.5,46519243,534971294.5,0.02077268145426894948388411892
RAMBODA FALLS PLC,RFL.N0000,26.1,20000000,522000000,0.02026901224534467359273892794
COLOMBO FORT INVESTMENTS PLC,CFI.N0000,80,6500000,520000000,0.02019135319459622656747939181
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,20,25000000,500000000,0.01941476268711175631488403059
LAXAPANA BATTERIES PLC,LITE.N0000,12.8,39000000,499200000,0.01938369906681237750478021614
HORANA PLANTATIONS PLC,HOPL.N0000,19.5,25000000,487500000,0.01892939361993396240701192983
THE FINANCE COMPANY PLC,TFC.N0000,8.2,57966232,475323102.4,0.01845657046559544101420693743
HVA FOODS PLC,HVA.N0000,7.1,66428660,471643486,0.01831369270722423203986883575
MASKELIYA PLANTATIONS PLC,MASK.N0000,8.5,53953489,458604656.5,0.01780740114630380796379819337
TESS AGRO PLC,TESS.N0000,1.6,280000000,448000000,0.01739562736765213365813609141
AMW CAPITAL LEASING AND FINANCE PLC,AMCL.N0000,22.4,20000000,448000000,0.01739562736765213365813609141
STANDARD CAPITAL PLC,SING.N0000,80.4,5540828,445482571.2,0.01729787680218473260980474955
CEYLON TEA BROKERS PLC,CTBL.N0000,3.9,114000000,444600000,0.01726360698137977371519488000
BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.N0000,2.1,206601782,433863742.2,0.01684672318671046860878013414
ADAM CAPITAL PLC,PCHH.N0000,1.7,252000242,428400411.4,0.01663458464478409176614573330
KOTAGALA PLANTATIONS PLC,KOTA.N0000,10.7,40000000,428000000,0.01661903686016766340554073018
SAMSON INTERNATIONAL PLC,SIL.N0000,100,4232771,423277100,0.01643564889477774317774159861
ASCOT HOLDINGS  PLC,ASCO.N0000,33.1,12657555,418965070.5,0.01626821483589309285168841615
MULTI FINANCE PLC,MFL.N0000,18.4,22462039,413301517.6,0.01604830176485428569148590662
LAKE HOUSE PRINTERS AND PUBLISHERS PLC,LPRT.N0000,130,2937245,381841850,0.01482673780351544837604900155
UDAPUSSELLAWA PLANTATIONS PLC,UDPL.N0000,18.5,19398850,358878725,0.01393509055865648207759255884
MULLER AND PHIPPS (CEYLON) PLC,MULL.N0000,1.2,283000000,339600000,0.01318650681708630488906923358
BALANGODA PLANTATIONS PLC,BALA.N0000,14,23636363,330909082,0.01284904259608000902713195500
MACKWOODS ENERGY PLC,MEL.N0000,3.2,100000000,320000000,0.01242544811975152404152577958
HUNAS FALLS HOTELS PLC,HUNA.N0000,56,5625000,315000000,0.01223130049288040647837693927
ACME PRINTING & PACKAGING PLC,ACME.N0000,7.2,41161913,296365773.6,0.01150774232605258081983058184
LANKEM DEVELOPMENTS PLC,LDEV.N0000,4.8,60000000,288000000,0.01118290330777637163737320162
GESTETNER OF CEYLON PLC,GEST.N0000,105,2657812,279070260,0.01083616574186115296770265657
SERENDIB ENGINEERING GROUP PLC,IDL.N0000,7.4,32383250,239636050,0.00930495408405369438372273059
MERCANTILE SHIPPING COMPANY PLC,MSL.N0000,82.6,2844990,234996174,0.00912478990117844368883617288
INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,320,666562,213299840,0.00828233154959781536816750668
YORK ARCADE HOLDINGS PLC,YORK.N0000,15.1,12000000,181200000,0.00703590999780930048851397268
CENTRAL INVESTMENTS & FINANCE PLC,CIFL.N0000,1.7,83426733,141825446.1,0.00550701475805051911982583941
