NAME,SYMBOL,PRICE,QUANTITY,MARKET_CAP,MARKET_CAP_PERCENTAGE
SINGER SRI LANKA PLC,SINS.N0000,134,125209610,16778087740,0.65991036216854887509750406378
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,48.8,336290010,16410952488,0.64547031626662170722031195899
SEYLAN BANK PLC,SEYB.N0000,92.7,175977401,16313105072.7,0.64162181313155111839646228063
RICHARD PIERIS AND COMPANY PLC,RICH.N0000,8,2035038275,16280306200,0.64033177839710544368943209580
THE LANKA HOSPITAL CORPORATION PLC,LHCL.N0000,71.6,223732169,16019223300.4,0.63006294958294340234616906470
SHALIMAR (MALAY)  PLC,SHAL.N0000,2298.2,6940080,15949691856,0.62732816112747986454865337187
CEYLON TEA SERVICES PLC,CTEA.N0000,716,20000000,14320000000,0.56322964408658050630722581937
CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,648,20988090,13600282320,0.53492193928565736097673266756
ROYAL CERAMICS LANKA PLC,RCL.N0000,121.2,110789384,13427673340.8,0.52813293831352300499821944058
TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.N0000,59,222750000,13142250000,0.51690675907799320244526107015
EXPOLANKA HOLDINGS PLC,EXPO.N0000,6.6,1954915000,12902439000,0.50747458979181673891187823978
LAUGFS GAS PLC,LGL.N0000,34.9,335000086,11691503001.4,0.45984644373713056920067474146
SOFTLOGIC HOLDINGS PLC,SHL.N0000,14.1,779000000,10983900000,0.43201522958677315804664369255
CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,126,82978868,10455337368,0.41122597378378249964624984620
INDO MALAY  PLC,INDO.N0000,1429.6,6998400,10004912640,0.39351001294305381019069576282
JANASHAKTHI INSURANCE COMPANY PLC,JINS.N0000,17.9,544500198,9746553544.2,0.38334831590576576853403088434
UNITED MOTORS LANKA PLC,UML.N0000,95,100900626,9585559470,0.37701614864936112235688709373
SELINSING  PLC,SELI.N0000,1349.8,6940080,9367719984,0.36844815590021422033233501059
GOOD HOPE  PLC,GOOD.N0000,1302,6871307,8946441714,0.35187857419117020036635510964
UNION ASSURANCE PLC,UAL.N0000,150,58928572,8839285800,0.34766395217273498882390164962
AIA  INSURANCE LANKA PLC,CTCE.N0000,274,30749370,8425327380,0.33138227245463141273495337903
LOLC FINANCE PLC,LOFC.N0000,3,2800000000,8400000000,0.33038610407313381654893134656
ASIAN ALLIANCE INSURANCE PLC,AAIC.N0000,22,375000000,8250000000,0.32448635221468499839627185822
ACL CABLES PLC,ACL.N0000,62.7,119787360,7510667472,0.29540716250748724584015166202
CIC HOLDINGS PLC,CIC.N0000,101.9,72900000,7428510000,0.29217577118670420090141690443
MTD WALKERS PLC,KAPI.N0000,44,167647568,7376492992,0.29012985492257788729183401226
PAN ASIA BANKING CORPORATION PLC,PABC.N0000,24.4,295041086,7199002498.4,0.28314885579275390019681952734
SUNSHINE HOLDINGS PLC,SUN.N0000,52.5,135140986,7094901765,0.27905439915713700048978562137
BIMPUTH FINANCE PLC,BLI.N0000,62.9,107733344,6776427337.6,0.26652826519099317906728591248
ASIRI  SURGICAL HOSPITAL PLC,AMSL.N0000,12.8,528457545,6764256576,0.26604956870187092899036743889
MERCANTILE INVESTMENTS AND FINANCE PLC,MERC.N0000,2200,3006000,6613200000,0.26010825993529149471445152155
NAWALOKA HOSPITALS PLC,NHL.N0000,4.6,1409505596,6483725741.6,0.25501581995784694468330455329
BROWN & COMPANY PLC,BRWN.N0000,90.5,70875000,6414187500,0.25228076415709452523041054541
VALLIBEL POWER ERATHNA PLC,VPEL.N0000,8.5,747109731,6350432713.5,0.24977318135617197441374301150
COLOMBO DOCKYARD PLC,DOCK.N0000,87,71858924,6251726388,0.24589089584077678128263157053
ALUMEX PLC,ALUM.N0000,20.3,299302840,6075847652,0.23897328984359258756674086489
GALADARI HOTELS (LANKA) PLC,GHLL.N0000,11.8,500829564,5909788855.2,0.23244191854337542318798997587
ODEL PLC,ODEL.N0000,21.6,272129431,5877995709.6,0.23119144074444519741682046827
COLOMBO LAND & DEVELOPMENT COMPANY PLC,CLND.N0000,29.1,199881008,5816537332.8,0.22877417959282487921988162323
LANKA WALLTILES PLC,LWL.N0000,105,54600000,5733000000,0.22548851602991382979464564402
LANKA TILES PLC,TILE.N0000,107.4,53050410,5697614034,0.22409672657210378518204436760
CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,93.6,60000000,5616000000,0.22088670958032375163557124312
PROPERTY DEVELOPMENT PLC,PDL.N0000,83.9,66000000,5537400000,0.21779523960649657092357767124
KELANI TYRES PLC,TYRE.N0000,67.5,80400000,5427000000,0.21345302223867824076322028783
CEYLON INVESTMENT PLC,CINV.N0000,54,99451059,5370357186,0.21122516525758310252894752114
DIPPED PRODUCTS PLC,DIPD.N0000,89.6,59861512,5363591475.2,0.21095905849180958759412962548
DIESEL & MOTOR ENGINEERING PLC,DIMO.N0000,600,8876437,5325862200,0.20947510274861540822615332250
PIRAMAL GLASS CEYLON  PLC,GLAS.N0000,5.5,950086080,5225473440,0.20552664425943292570741347759
BROWNS INVESTMENTS PLC,BIL.N0000,1.4,3720000000,5208000000,0.20483938452534296626033743486
AMANA BANK PLC,ABL.N0000,3.9,1250695267,4877711541.3,0.19184858487174616145714754348
TAPROBANE HOLDINGS PLC,TAP.N0000,4.7,1002724815,4712806630.5,0.18536259784534858423161598544
HAYCARB PLC,HAYC.N0000,158.1,29712375,4697526487.5,0.18476160416493782623459176670
SANASA DEVELOPMENT BANK PLC,SDB.N0000,110.2,42061577,4635185785.4,0.18230963967779463196424498346
KANDY HOTELS COMPANY (1938) PLC,KHC.N0000,7.9,577500000,4562250000,0.17944095277472080411313833760
LANKA ASHOK LEYLAND PLC,ASHO.N0000,1250,3620843,4526053750,0.17801729348667828388608366423
LANKA MILK FOODS (CWE) PLC,LMF.N0000,112.9,39998000,4515774200,0.17761298152523483356180919194
LANKA CENTURY INVESTMENTS PLC,GREG.N0000,12.9,349367119,4506835835.1,0.17726142062569970899766109586
WATAWALA PLANTATIONS PLC,WATA.N0000,19,236666670,4496666730,0.17686145264761646663255988132
VIDULLANKA PLC,VLL.N0000,5.7,747153790,4258776603,0.16750483452178396414365274087
KEELLS FOOD PRODUCTS PLC,KFP.N0000,162,25500000,4131000000,0.16247916618168045192424230864
THE KINGSBURY PLC,SERV.N0000,16.8,242000000,4065600000,0.15990687437139676720968277173
SOFTLOGIC CAPITAL PLC,SCAP.N0000,5.8,688160000,3991328000,0.15698563190452536306412060161
JOHN KEELLS PLC,JKL.N0000,64.5,60800000,3921600000,0.15424311258728590178312966293
SENKADAGALA FINANCE PLC,SFCL.N0000,60,65227555,3913653300,0.15393055553332900029503806856
PEOPLE'S INSURANCE PLC,PINS.N0000,19.2,200000000,3840000000,0.15103364757628974470808290128
CEYLON HOTELS CORPORATION PLC,CHOT.N0000,22.1,171825201,3797336942.1,0.14935563787540551448785968268
THE COLOMBO FORT LAND & BUILDING PLC,CFLB.N0000,21,180000000,3780000000,0.14867374683291021744701910595
LANKA CERAMIC PLC,CERA.N0000,125,30000000,3750000000,0.14749379646122045381648720828
HAYLEYS FABRIC PLC,MGT.N0000,17.7,207740888,3677013717.6,0.14462312342634931869891219677
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,79.2,46299223,3666898461.6,0.14422527342378474830883487807
TAL LANKA HOTELS PLC,TAJ.N0000,25.9,139637494,3616611094.6,0.14224738684435309651444121330
AMAYA LEISURE  PLC,CONN.N0000,68,51876976,3527634368,0.13874778279023948056202587759
HOUSING DEVELOPMENT FINANCE CORPORATION ,HDFC.N0000,54,64710520,3494368080,0.13743936382722818977585255422
THREE ACRE FARMS PLC,TAFL.N0000,145,23545000,3414025000,0.13427933559027150929088873100
SINGER FINANCE (LANKA) PLC,SFIN.N0000,20.5,165333334,3389333347,0.13330817141910535371698493691
PRINTCARE  PLC,CARE.N0000,38.3,85966670,3292523461,0.12950047605347389890236029916
DUNAMIS CAPITAL PLC,CSEC.N0000,26.4,122997050,3247122120,0.12771476508053510874238774259
BROWNS BEACH HOTELS PLC,BBH.N0000,24.4,129600000,3162240000,0.12437620877907460476710626920
FIRST CAPITAL HOLDINGS PLC,CFVF.N0000,31.1,101250000,3148875000,0.12385054088848681506970430879
KELANI CABLES PLC,KCAB.N0000,143,21800000,3117400000,0.12261257629018897139400459282
E B CREASY & COMPANY PLC,EBCR.N0000,1205,2535458,3055226890,0.12016720348173535272483595842
BAIRAHA FARMS PLC,BFL.N0000,189,16000000,3024000000,0.11893899746632817395761528476
THE NUWARA ELIYA HOTELS COMPANY PLC,NEH.N0000,1460,2003870,2925650200,0.11507073469747437678727908379
HNB ASSURANCE PLC,HASU.N0000,58,50000000,2900000000,0.11406186926334381761808344107
THE LIGHTHOUSE HOTEL PLC,LHL.N0000,58,46000000,2668000000,0.10493691972227631220863676578
C T LAND DEVELOPMENT PLC,CTLD.N0000,54.5,48750000,2656875000,0.10449935479277469152898118707
RICHARD PIERIS EXPORTS PLC,REXP.N0000,236.4,11163745,2639109318,0.10380060069013395341847468091
MERCHANT BANK OF SRI LANKA & FINANCE PLC,MBSL.N0000,15.9,165717222,2634903829.8,0.10363519177797638958484164573
VALLIBEL FINANCE PLC,VFIN.N0000,63,41550600,2617687800,0.10295805641925865468423520106
HARISCHANDRA MILLS PLC,HARI.N0000,2700.2,959800,2591651960,0.10193402311641681416682361431
CEYLON HOSPITALS PLC (DURDANS),CHL.N0000,100,25527272,2552727200,0.10040304694875231937431752134
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,450.2,5608355,2524881421,0.09930782570605095222038322551
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,1020.6,2430000,2480058000,0.09754484529707239366698923541
KAHAWATTE PLANTATIONS PLC,KAHA.N0000,30.8,79889805,2460605994,0.09677976524007867659099962686
RENUKA FOODS PLC,COCO.N0000,20.8,117960106,2453570204.8,0.09650303583735631576759132300
SEYLAN DEVELOPMENTS PLC,CSD.N0000,16.2,147964860,2397030732,0.09427924343917287307336174041
CEYLON LEATHER PRODUCTS PLC,CLPL.N0000,70,34234069,2396384830,0.09425383902900703434974547995
SOFTLOGIC FINANCE PLC,CRL.N0000,39.8,59070988,2351025322.4,0.09246977343393087907503497314
ORIENT FINANCE PLC,BFN.N0000,15.8,148018370,2338690246,0.09198461416783082469234989546
LANKA VENTURES PLC,LVEN.N0000,46,50000000,2300000000,0.09046286182954854500744548774
HUNTERS & COMPANY PLC,HUNT.N0000,436.2,5145000,2244249000,0.08827008139047934460191936018
RENUKA CITY HOTEL PLC,RENU.N0000,315.5,7000000,2208500000,0.08686401319589476593432319986
KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,63,34000000,2142000000,0.08424845653864912321997749337
RENUKA HOLDINGS PLC,RHL.N0000,24,89034626,2136831024,0.08404515203356727429824775183
LEE HEDGES PLC,SHAW.N0000,400,5120546,2048218400,0.08055986874606043199020781956
ABANS FINANCE PLC,AFSL.N0000,45.9,44400000,2037960000,0.08015638864962902294929287226
J.L. MORISON SONS & JONES (CEYLON) PLC,MORI.N0000,345.6,5808290,2007345024,0.07895225023927991651614597512
EAST WEST PROPERTIES PLC,EAST.N0000,14.5,138240000,2004480000,0.07883956403482324673761927447
SERENDIB HOTELS PLC,SHOT.N0000,26.1,75514738,1970934661.8,0.07752016955890495252214419603
SWISSTEK (CEYLON) PLC,PARQ.N0000,71.3,27372000,1951623600,0.07676063307395048599225773461
C. W. MACKIE PLC,CWM.N0000,53.1,35988556,1910992323.6,0.07516253675093683528816410084
SATHOSA MOTORS PLC,SMOT.N0000,302,6033622,1822153844,0.07166837018345771916083643657
SIERRA CABLES PLC,SIRA.N0000,3.3,537512430,1773791019,0.06976617907230048606901047578
SWADESHI INDUSTRIAL WORKS PLC,SWAD.N0000,13500,130666,1763991000,0.06938072787024659454618642320
THE FORTRESS RESORTS PLC,RHTL.N0000,15.8,110886684,1752009607.2,0.06890947957398922595296786524
LANKEM CEYLON PLC,LCEY.N0000,73,24000000,1752000000,0.06890910170668219602306282371
RENUKA AGRI FOODS PLC,RAL.N0000,3.1,561750000,1741425000,0.06849316920066155434330032978
EQUITY TWO PLC,ETWO.N0000,56,31000000,1736000000,0.06827979484178098875344581162
NAMUNUKULA PLANTATIONS PLC,NAMU.N0000,72.6,23750000,1724250000,0.06781764761286916466482081836
AGSTAR PLC,AGST.N0000,5.5,307526310,1691394705,0.06652539369462827024610760154
EDEN HOTEL LANKA PLC,EDEN.N0000,15.9,105600000,1679040000,0.06603946240273269087360924858
REGNIS(LANKA) PLC,REG.N0000,147,11267863,1656375861,0.06514804376149674194695859616
BROWNS CAPITAL PLC,FLCH.N0000,1.2,1368000000,1641600000,0.06456688433886386586270544029
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,17,94632904,1608759368,0.06327520714103297434412937311
PALM GARDEN HOTELS PLC,PALM.N0000,35.6,43267000,1540305200,0.06058278977518919022930535804
PANASIAN POWER PLC,PAP.N0000,3,500000000,1500000000,0.05899751858448818152659488331
ELPITIYA PLANTATIONS PLC,ELPL.N0000,20.1,72866428,1464615202.8,0.05760577509754461794718465241
AMANA TAKAFUL  PLC,ATL.N0000,0.8,1800001296,1440001036.8,0.05663765862019349986376215916
NATION LANKA FINANCE PLC,CSF.N0000,1.9,753489783,1431630587.7,0.05630843480263499161508221065
ROYAL PALMS BEACH HOTELS PLC,RPBH.N0000,28.6,50000000,1430000000,0.05624430105054539972202045542
C M HOLDINGS PLC,COLO.N0000,93.6,15200000,1422720000,0.05595796642701535041434471492
PEOPLE`S MERCHANT FINANCE PLC,PMB.N0000,20.6,67500000,1390500000,0.05469069972782054427515345683
DOLPHIN HOTELS PLC,STAF.N0000,43.5,31621477,1375534249.5,0.05410207163231750207853630474
KEGALLE PLANTATIONS PLC,KGAL.N0000,54.9,25000000,1372500000,0.05398272950480668609683431823
TANGERINE BEACH HOTELS PLC,TANG.N0000,67,20000000,1340000000,0.05270444993547610883042476242
ARPICO FINANCE COMPANY PLC,ARPI.N0000,175.3,7437500,1303793750,0.05128039733064302534882657843
RESUS ENERGY PLC,HPWR.N0000,22,58390263,1284585786,0.05052491585526957204936771205
ASIA CAPITAL PLC,ACAP.N0000,9.7,131329995,1273900951.5,0.05010466337394561839148929627
COLOMBO CITY HOLDINGS PLC,PHAR.N0000,1000,1272857,1272857000,0.05006360300859724884893132226
MADULSIMA PLANTATIONS PLC,MADU.N0000,7.5,169501097,1271258227.5,0.05000072060174316976146483698
ASIA ASSET FINANCE PLC,AAF.N0000,1.5,839207833,1258811749.5,0.04951117972366555423304432389
DANKOTUWA PORCELAIN PLC,DPL.N0000,7.7,162552920,1251657484,0.04922979044913581247820868715
LANKA CEMENT PLC,LCEM.N0000,7,173510748,1214575236,0.04777128337211274601124988045
LANKA ALUMINIUM INDUSTRIES PLC,LALU.N0000,86.3,13702823,1182553624.9,0.04651181964146107731698933001
SINHAPUTHRA FINANCE PLC,SFL.N0000,18.5,62958930,1164740205,0.04581118792705871624757555822
CITRUS LEISURE  PLC,REEF.N0000,11.8,96650427,1140475038.6,0.04485679818996558412519140431
WASKADUWA BEACH RESORT PLC,CITW.N0000,5.4,201746915,1089433341,0.04284924252147236691702182938
GUARDIAN CAPITAL PARTNERS PLC,WAPO.N0000,41,25833808,1059186128,0.04165956884740805190194344232
ON'ALLY HOLDINGS PLC,ONAL.N0000,60,17500770,1050046200,0.04130008013271412930460743744
CONVENIENCE  FOODS (LANKA )PLC,SOY.N0000,381.1,2750000,1048025000,0.04122058294300548429627306839
CENTRAL INDUSTRIES PLC,CIND.N0000,53,19768428,1047726684,0.04120884967383611751203287660
COMMERCIAL DEVELOPMENT COMPANY PLC,COMD.N0000,86,12000000,1032000000,0.04059029278612786889029727972
CHEMANEX PLC,CHMX.N0000,64.2,15750000,1011150000,0.03977022727780348316707761084
MILLENNIUM HOUSING DEVELOPERS PLC,MHDL.N0000,7.4,134681320,996641768,0.03919959415310477240784697568
MAHAWELI REACH HOTELS PLC,MRH.N0000,21.1,47066447,993102031.7,0.03906037038100914745246652413
ADAM INVESTMENTS PLC,AINV.N0000,2.2,449276200,988407640,0.03887573207330006940706216390
E-CHANNELLING PLC,ECL.N0000,8,122131415,977051320,0.03842906893979913952330609723
CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,95.5,10200036,974103438,0.03831312379107922073028277617
AITKEN SPENCE PLANTATION MANAGEMENTS PLC,ASPM.N0000,45.5,21300000,969150000,0.03811829675743781408433295410
ACL PLASTICS PLC,APLA.N0000,228,4212500,960450000,0.03777611114964778263147870378
SMB LEASING PLC,SEMB.N0000,0.8,1191766772,953413417.6,0.03749935054903759433072000866
ANILANA HOTELS AND PROPERTIES PLC,ALHP.N0000,1.9,493308514,937286176.6,0.03686503908196158115396591293
PEGASUS HOTELS OF CEYLON PLC,PEG.N0000,30.8,30391538,936059370.4,0.03681678673423887093735021155
CEYLON & FOREIGN TRADES PLC,CFT.N0000,6.5,140196000,911274000,0.03584193650037392208831081713
THE AUTODROME PLC,AUTO.N0000,75,12000000,900000000,0.03539851115069290891595692998
HIKKADUWA BEACH RESORT PLC,CITH.N0000,15.5,57573897,892395403.5,0.03509940960180205306293792458
SWARNAMAHAL FINANCIAL SERVICES PLC,SFS.N0000,1.7,500000140,850000238,0.03343193655881625160386190276
EASTERN MERCHANTS PLC,EMER.N0000,7.1,117446000,833866600,0.03279737348698931511317632328
KELSEY DEVELOPMENTS PLC,KDL.N0000,47.6,17429274,829633442.4,0.03263087629087127018801666679
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,9.9,83750000,829125000,0.03261087839757584233882532175
ARPICO INSURANCE PLC,AINS.N0000,12.3,66230407,814634006.1,0.03204092327629387242340933565
AMANA TAKAFUL LIFE PLC,ATLL.N0000,1.6,500000000,800000000,0.03146534324506036348085060443
BERUWALA RESORTS PLC,BERU.N0000,1.3,600000000,780000000,0.03067870966393385439382933932
UNION CHEMICALS LANKA PLC,UCAR.N0000,515,1500000,772500000,0.03038372207101141348619636490
HAYLEYS FIBRE PLC,HEXP.N0000,96.5,8000000,772000000,0.03036405623148325075902083327
TALAWAKELLE TEA ESTATES  PLC,TPL.N0000,32,23750000,760000000,0.02989207608280734530680807421
SINGHE HOSPITALS PLC,SINH.N0000,1.9,398225895,756629200.5,0.02975949687871012299344423736
HAPUGASTENNE PLANTATIONS PLC,HAPU.N0000,16.3,46315789,754947360.7,0.02969334729547236840256353601
TEA SMALLHOLDER FACTORIES PLC,TSML.N0000,24.6,30000000,738000000,0.02902677914356818531108468259
BROWNS HYDRO POWER PLC,HPFL.N0000,6.7,109088112,730890350.4,0.02874714468729805266708782745
KALPITIYA BEACH RESORT PLC,CITK.N0000,4.4,161200010,709280044,0.02789717505166439674044213733
SUMMIT FINANCE PLC,GSF.N0000,31.1,22500000,699750000,0.02752234241966373668215651306
CHILAW FINANCE PLC,CFL.N0000,20.6,33901337,698367542.2,0.02746796803316522291845034173
SINGER INDUSTRIES (CEYLON) PLC,SINI.N0000,179.1,3846300,688872330,0.02709450539434311697712558282
MARAWILA RESORTS PLC,MARA.N0000,2.8,228000000,638400000,0.02510934390955817005771878233
ABANS ELECTRICALS PLC,ABAN.N0000,117.5,5110560,600490800,0.02361831142187611714363345517
SERENDIB LAND PLC,SLND.N0000,1661.2,360000,598032000,0.02352160268941242411647506083
ASIA SIYAKA COMMODITIES PLC,ASIY.N0000,2.3,260000000,598000000,0.02352034407568262170193582681
HOTEL SIGIRIYA PLC,HSIG.N0000,102,5859000,597618000,0.02350531937428310537837372065
COLOMBO INVESTMENT TRUST PLC,CIT.N0000,90,6500000,585000000,0.02300903224795039079537200449
MALWATTE VALLEY PLANTATIONS PLC,MAL.N0000,2.8,202792331,567818526.8,0.02233325605833313371096138777
SIGIRIYA VILLAGE HOTELS PLC,SIGV.N0000,63,9000000,567000000,0.02230106202493653261705286589
RAIGAM WAYAMBA SALTERNS PLC,RWSL.N0000,2,282207320,564414640,0.02219937547517147104039180099
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,10,53728000,537280000,0.02113212452338254011373926593
ALUFAB PLC,ALUF.N0000,44.2,12058200,532972440,0.02096270095594667483959479990
LUCKY LANKA MILK PROCESSING COMPANY PLC,LLMP.N0000,3,176028410,528085230,0.02077047878074581051583574004
RAMBODA FALLS PLC,RFL.N0000,26.1,20000000,522000000,0.02053113646740188717125501939
COLOMBO TRUST FINANCE PLC,CALF.N0000,11.2,46519243,521015521.6,0.02049241527893520237807621160
COLOMBO FORT INVESTMENTS PLC,CFI.N0000,80,6500000,520000000,0.02045247310928923626255289288
HORANA PLANTATIONS PLC,HOPL.N0000,19.5,25000000,487500000,0.01917419353995865899614333707
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,19.1,25000000,477500000,0.01878087674939540445263270452
LAXAPANA BATTERIES PLC,LITE.N0000,12.1,39000000,471900000,0.01856061934667998190826675029
HVA FOODS PLC,HVA.N0000,7,66428660,465000620,0.01828925514683235119502611148
THE FINANCE COMPANY PLC,TFC.N0000,8,57966232,463729856,0.01823927386502801883535313693
MASKELIYA PLANTATIONS PLC,MASK.N0000,8.5,53953489,458604656.5,0.01803769116319437914487579471
AMW CAPITAL LEASING AND FINANCE PLC,AMCL.N0000,22.4,20000000,448000000,0.01762059221723380354927633848
CEYLON TEA BROKERS PLC,CTBL.N0000,3.9,114000000,444600000,0.01748686450844229700448272341
STANDARD CAPITAL PLC,SING.N0000,80.1,5540828,443820322.8,0.01745619849504436253194555859
BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.N0000,2.1,206601782,433863742.2,0.01706458946238672620586757659
ADAM CAPITAL PLC,PCHH.N0000,1.7,252000242,428400411.4,0.01684970748878258841628741870
SAMSON INTERNATIONAL PLC,SIL.N0000,100,4232771,423277100,0.01664819904909217497390043672
TESS AGRO PLC,TESS.N0000,1.5,280000000,420000000,0.01651930520365669082744656732
ASCOT HOLDINGS  PLC,ASCO.N0000,33,12657555,417699315,0.01642881539962698869950289136
MULTI FINANCE PLC,MFL.N0000,17.2,22462039,386347070.8,0.01519567899305704750001240364
LAKE HOUSE PRINTERS AND PUBLISHERS PLC,LPRT.N0000,130,2937245,381841850,0.01501848109447356569150054296
KOTAGALA PLANTATIONS PLC,KOTA.N0000,9.4,40000000,376000000,0.01478871132517837083599978408
UDAPUSSELLAWA PLANTATIONS PLC,UDPL.N0000,18.1,19398850,351119185,0.01381010709493856262650003416
MULLER AND PHIPPS (CEYLON) PLC,MULL.N0000,1.2,283000000,339600000,0.01335703820752812429762108158
BALANGODA PLANTATIONS PLC,BALA.N0000,14,23636363,330909082,0.01301520981004728239254324761
MACKWOODS ENERGY PLC,MEL.N0000,3.1,100000000,310000000,0.01219282050746089084882960921
HUNAS FALLS HOTELS PLC,HUNA.N0000,55,5625000,309375000,0.01216823820805068743986019468
ACME PRINTING & PACKAGING PLC,ACME.N0000,7.3,41161913,300481964.9,0.01181846020566085029729274142
GESTETNER OF CEYLON PLC,GEST.N0000,105,2657812,279070260,0.01097630190048529919036935400
LANKEM DEVELOPMENTS PLC,LDEV.N0000,4.5,60000000,270000000,0.01061955334520787267478707899
SERENDIB ENGINEERING GROUP PLC,IDL.N0000,7.3,32383250,236397725,0.00929791944934548426818270494
MERCANTILE SHIPPING COMPANY PLC,MSL.N0000,82.6,2844990,234996174,0.00924279409523241227131151788
INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,320,666562,213299840,0.00838944084964557040100909623
YORK ARCADE HOLDINGS PLC,YORK.N0000,15.6,12000000,187200000,0.00736289031934412505451904143
